issue_date,year,month_number,permit_date,job_category,address,legal_description,neighbourhood,neighbourhood_numberr,job_description,building_type,work_type,floor_area,construction_value,zoning,units_added,latitude,longitude,location,count,house_number
2014-03-26T00:00:00.000,2014,3,2014-03-26T00:00:00.000,Commercial Final,6420 - 101 AVENUE NW,Plan 0223183 Blk 4 Lot 5,TERRACE HEIGHTS,6730,"To construct interior alterations to a seniors care faciliity / Nursing Home, ""Hardisty Care Centre""","Day Cares, Nursing Homes (650)",(03) Interior Alterations,,32000,MU,0,53.54183716935526,-113.43049503117543,,1,
2014-03-26T00:00:00.000,2014,3,2014-03-26T00:00:00.000,Commercial Final,5138 - WINDERMERE BOULEVARD NW,Plan 0822223 Blk 14 Lot 2,AMBLESIDE,5505,To change the Use from General Retail Stores to Veterinary Services Use and to construct interior alterations (tenant improvements for Windermere Veterinary Clinic).,Animal and Plant Services (410),(03) Interior Alterations,2131,250000,AUVC,0,53.43594013351339,-113.60331718390782,,1,
2014-03-25T00:00:00.000,2014,3,2014-03-25T00:00:00.000,Commercial Final,"226, 3210 - 118 AVENUE NW",Plan 8820078 Blk 12 Lot 3,ABBOTTSFIELD,2010,To construct interior alterationas to Unit 226 at Abbotsfield Mall - Dental Clinic,Office Buildings (520),(03) Interior Alterations,3100,247000,"RA8, CSC, MU",0,,,,1,
2014-03-21T00:00:00.000,2014,3,2014-03-21T00:00:00.000,Commercial Final,"207, 16028 - 100A AVENUE NW",Plan 1124881 Blk 3 Lot 26,GLENWOOD,4180,"To construct interior alterations to a medical office. Suite 207, Northern Lung Function.","Clinics, Health Units (642)",(03) Interior Alterations,1040,83000,"MU, MU",0,53.54077138041618,-113.59860998883583,,1,
2014-03-19T00:00:00.000,2014,3,2014-03-19T00:00:00.000,Commercial Final,16028 - 100A AVENUE NW,Plan 1124881 Blk 3 Lot 26,GLENWOOD,4180,"To construct interior alterations to a health service, Suite # 203 ""Rejuvenation Health Services"", Glenwood Health Centre. (remove one demising wall)",Office Buildings (520),(03) Interior Alterations,2447,41500,"MU, MU",0,53.54077138041618,-113.59860998883583,,1,
2014-03-05T00:00:00.000,2014,3,2014-03-05T00:00:00.000,Commercial Final,"201, 12904 - 50 STREET NW",Plan 8267ET Blk Z Lot 1,KENNEDALE INDUSTRIAL,2380,"To expand the existing Health Services Use by changing the Use of suite 201 and 202A from Professional, Financial, and Office Support Services to Health Services and to construct interior alterations (2 new combined WC, 1 barrier free),  (Sana Dental).",Office Buildings (520),(03) Interior Alterations,2039,220000,CB,0,53.58788700013949,-113.4192111637179,,1,
2014-03-05T00:00:00.000,2014,3,2014-03-05T00:00:00.000,Commercial Final,7117 - 77 AVENUE NW,Plan 0725714 Blk 3 Lot 36,KING EDWARD PARK,6360,"To construct exterior alterations to an Animal Hospital/Shelter  (moving existing door to make it level with exterior concrete ""Dog's Life"")",Animal and Plant Services (410),(03) Exterior Alterations,100,15000,IM,0,53.51298349602358,-113.43759991863168,,1,
2014-03-03T00:00:00.000,2014,3,2014-03-03T00:00:00.000,Commercial Final,"202, 4212 - GATEWAY BOULEVARD NW",Plan 9422309 Blk 5 Lot 4,CALGARY TRAIL SOUTH,5120,"To change the Use from Professional, Financial, and Office Support Services to Health Services and to construct interior alterations (tenant improvements for Aria Sleep Clinic).",Office Complex (522),(03) Interior Alterations,1726,110000,CG,0,53.478740780796606,-113.4937153065692,,1,
2014-02-25T00:00:00.000,2014,2,2014-02-25T00:00:00.000,Commercial Final,10410 - 111 AVENUE NW,Plan 9720909 Blk 2,SPRUCE AVENUE,1230,"To construct exterior and interior alterations (foundation underpinning, exterior finish repairs and interior structural and finish repairs) to an extended medical treatment service building, ""Norwood Continuing Care Campus"" West Wing (B2 occ.) - Alberta Health Services.","Day Cares, Nursing Homes (650)",(03) Exterior Alterations,2268,442000,DC2,0,53.559978938583676,-113.49831109643385,,1,
2014-02-24T00:00:00.000,2014,2,2014-02-24T00:00:00.000,Commercial Final,15825 - 97 STREET NW,Plan 1124524 Blk 2 Lot 14,EAUX CLAIRES,2241,To construct interior alterations - North Edmonton Veterinary Clinic,Animal and Plant Services (410),(03) Interior Alterations,1550,125000,DC1,0,53.61899465602494,-113.48994764909905,,1,
2014-02-20T00:00:00.000,2014,2,2014-02-20T00:00:00.000,Commercial Final,1117 - WINDERMERE WAY SW,Plan 1425164 Blk 1 Lot 5,WINDERMERE,5570,"To construct interior alterations to a vet clinic, ""Windermere Veterinary Clinic""  Windermere Crossing.  Vet suite in CRU C Building (1 hour demising walls provided, existing base building RTUs provided, 1 new BF WC).",Animal and Plant Services (410),(03) Interior Alterations,1941,194500,CSC,0,,,,1,
2014-02-18T00:00:00.000,2014,2,2014-02-18T00:00:00.000,Commercial Final,12728 - 167 AVENUE NW,Plan 1620811 Blk 1 Lot 13,ALBANY,3460,To change the use froma General Retail Use to a Health Services Use and to construct Interior Alterations (Dental Office),Retail and Shops (510),(03) Interior Alterations,2436,280000,CSC,0,,,,1,
2014-02-07T00:00:00.000,2014,2,2014-02-07T00:00:00.000,Commercial Final,8440 - 112 STREET NW,Plan 9826528 Lot 6,UNIVERSITY OF ALBERTA,5520,To construct interior alterations to an existing medical treatment facility - 3rd floor - Cariovascular Intensive Care unit. Mazanjowski Alberta Heart Institute. Including Non Flamable Medical Gas.,Hospitals (640),(03) Interior Alterations,,413104,AJ,0,53.5207215065611,-113.52321908985577,,1,
2014-02-03T00:00:00.000,2014,2,2014-02-03T00:00:00.000,Commercial Final,11444 - 17 AVENUE SW,Plan 1221499 Blk 9 Lot 98,RUTHERFORD,5454,"To construct interior alterations (tenant improvements to ""Rutherford Medical Office"" on main floor only).",Office Buildings (520),(03) Interior Alterations,3622,400000,CN,0,53.41508508412786,-113.52427355225349,,1,
2014-01-29T00:00:00.000,2014,1,2014-01-29T00:00:00.000,Commercial Final,8225 - 105 STREET NW,Plan I Blk 67 Lots 19-20,STRATHCONA,5480,To construct interior alterations to B1 - Amiha Diagnostic Imaging -Strathcona,Office Complex (522),(03) Interior Alterations,1480,15000,MU,0,53.5188039441932,-113.5001477553405,,1,
2014-01-02T00:00:00.000,2014,1,2014-01-02T00:00:00.000,Commercial Final,12620A - 132 AVENUE NW,Plan 5772KS Blk 12 Lot 2,KENSINGTON,3250,To  construct interior alterations (expansion of medical clinic into adjacent bay) - Kensington Medical Clinic.,Office Complex (522),(03) Interior Alterations,1115,70000,CG,0,53.592854224486324,-113.53981066292394,,1,
2014-01-02T00:00:00.000,2014,1,2014-01-02T00:00:00.000,Commercial Final,4220 - GATEWAY BOULEVARD NW,Plan 9422309 Blk 5 Lot 4,CALGARY TRAIL SOUTH,5120,To construct Tenant Improvements  on the main floor. Pharmacy,Retail and Shops (510),(02) Addition,1776,80000,CG,0,53.478740780796606,-113.4937153065692,,1,
2013-12-18T00:00:00.000,2013,12,2013-12-18T00:00:00.000,Commercial Final,967 - JAMES MOWATT TRAIL SW,Plan 0325828 Blk 3 Lot 51,BLACKMUD CREEK,5453,"To construct interior alterations to a Health Services ""Azrako Dental Group"".","Clinics, Health Units (642)",(03) Interior Alterations,1307,150000,CG,0,53.423833138222264,-113.51413745507004,,1,
2013-12-16T00:00:00.000,2013,12,2013-12-16T00:00:00.000,Commercial Final,"105, 10301 - 109 STREET NW","Condo Common Area (Plan 0023403,1021279)",DOWNTOWN,1090,"To change the use from a Professional, Financial, and Office Support Services use to a Health Service and to construct Interior Alterations (Focus on Smile Dental Clinic) (1 shared washroom )",Office Buildings (520),(03) Interior Alterations,1950,255384,UW,0,53.54485200458062,-113.50787233896624,,1,
2013-12-13T00:00:00.000,2013,12,2013-12-13T00:00:00.000,Commercial Final,6023 - 199 STREET NW,Plan 0424510 Blk 1 Lot Y,THE HAMPTONS,4461,To change the use from General Retail to Veterinary Services (Spay/ Neuter Clinic). and construct interior alterations,Animal and Plant Services (410),(03) Interior Alterations,1200,132000,CN,0,53.49269906929266,-113.66465782286848,,1,
2013-12-10T00:00:00.000,2013,12,2013-12-10T00:00:00.000,Commercial Final,"G1, 10250 - 101 STREET NW",Plan 2137RS Blk 1 Lot F,DOWNTOWN,1090,"To change the Use from Professional, Financial, and Office Support Services to a Health Services, and to construct interior alterations (tenant improvements for Dr. Yu Dental).",Office Buildings (520),(03) Interior Alterations,3300,200000,CCA,0,53.54417765778658,-113.4942291685596,,1,
2013-12-09T00:00:00.000,2013,12,2013-12-09T00:00:00.000,Commercial Final,10349 - 105 STREET NW,Plan NB1 Blk 4 Lots 158-159,DOWNTOWN,1090,To construct interior alterations to an existing Office - Dental Lab.,Office Complex (522),(03) Interior Alterations,850,30000,UW,0,53.545531824933605,-113.50054060478811,,1,
2013-12-05T00:00:00.000,2013,12,2013-12-05T00:00:00.000,Commercial Final,4620 - 99 STREET NW,Plan 9924302 Blk 1 Lot 10,PAPASCHASE INDUSTRIAL,6560,"To construct interior alterations to general retail,  ""Lidia's Pharmacy"", Letour Centre.",Retail and Shops (510),(03) Interior Alterations,2709,35000,BE,0,53.48464364834106,-113.48717538559163,,1,
2013-12-03T00:00:00.000,2013,12,2013-12-03T00:00:00.000,Commercial Final,10447 - 124 STREET NW,Plan RN22 Blk 22 Lots 2-3,WESTMOUNT,3440,To change of use from a Minor Veterinary Services to a Minor Secondhand Store.,Retail and Shops (510),(03) Interior Alterations,997,10000,MU,0,53.5474026206255,-113.53539183757108,,1,
2013-11-29T00:00:00.000,2013,11,2013-11-29T00:00:00.000,Commercial Final,1111 - WINDERMERE WAY SW,Plan 1425164 Blk 1 Lot 5,WINDERMERE,5570,"To construct a Commerical Use building; CRU C;(Shell Only and Demising Walls) 7 bays (drive-through window): Personal Service Shop, Restaurant, Specialty Food Service, Health Service, Veterinary Service, other Commercial Uses requiring 2.5 parking spaces per 100 sq.m. of Public Space.",Retail and Shops (510),(01) New,13627,2108000,CSC,0,53.43697091356215,-113.61674571219302,,1,
2013-11-14T00:00:00.000,2013,11,2013-11-14T00:00:00.000,Commercial Final,11440 - 17 AVENUE SW,Plan 1221499 Blk 9 Lot 98,RUTHERFORD,5454,"To construct interior alterations to a dental office,  ""Spearmint Dental"", Rutherford Gate.",Retail and Shops (510),(03) Interior Alterations,2365,241000,CN,0,53.41508508412786,-113.52427355225349,,1,
2013-11-13T00:00:00.000,2013,11,2013-11-13T00:00:00.000,Commercial Final,10240 - KINGSWAY NW,Plan 1619KS Blk 2 Lot 313,CENTRAL MCDOUGALL,1030,To continue to operate an Extended Medical Treatment Services building and To Construct Interior Alterations on Level 1 (two cardiac catherterization labs),Hospitals (640),(03) Interior Alterations,1880,752000,US,0,,,,1,
2013-11-08T00:00:00.000,2013,11,2013-11-08T00:00:00.000,Commercial Final,1014 - WEBBER GREENS DRIVE NW,Plan 1222426 Blk 60 Lot 6,SUDER GREENS,4730,To construct Interior Alterations for Health Services - Pure 3 Orthodonic Clinic .,Office Buildings (520),(03) Interior Alterations,5132,400000,DC1,0,53.5249686948542,-113.66908072940454,,1,
2013-11-08T00:00:00.000,2013,11,2013-11-08T00:00:00.000,Commercial Final,16028 - 100A AVENUE NW,Plan 1124881 Blk 3 Lot 26,GLENWOOD,4180,"To construct interior alterations to a health services,  ""Glenwood Radiology"", Glenwood Health Centre.","Clinics, Health Units (642)",(03) Interior Alterations,4736,585000,"MU, MU",0,53.54077138041618,-113.59860998883583,,1,
2013-11-01T00:00:00.000,2013,11,2013-11-01T00:00:00.000,Commercial Final,"206, 16028 - 100A AVENUE NW",Plan 1124881 Blk 3 Lot 26,GLENWOOD,4180,"To construct interior alterations to a professional office building,  Unit #206, ""Doctors Lounge"",  Glenwood Medical Clinic.",Office Buildings (520),(03) Interior Alterations,1260,90000,"MU, MU",0,53.54077138041618,-113.59860998883583,,1,
2013-10-31T00:00:00.000,2013,10,2013-10-31T00:00:00.000,Commercial Final,14608 - 50 STREET NW,Plan 8820708 Blk 51 Lot 8B,CASSELMAN,2130,To operate a Health Services Use (Casselwood Medical Clinic) and to construct interior alterations (tenant improvements).,"Clinics, Health Units (642)",(03) Interior Alterations,1400,40000,CG,0,53.60916185649568,-113.41823789053231,,1,
2013-10-22T00:00:00.000,2013,10,2013-10-22T00:00:00.000,Commercial Final,9719 - 137 AVENUE NW,Plan 9021630 Blk 10A Lot 7,ROSSLYN,3390,To construct interior alterations to a Veterinary Service.,Animal and Plant Services (410),(03) Interior Alterations,1800,60000,CG,0,53.59881098450665,-113.4929302038683,,1,
2013-10-11T00:00:00.000,2013,10,2013-10-11T00:00:00.000,Commercial Final,9116 - 82 AVENUE NW,Plan 3737AI Blk 9 Lots 5-9,BONNIE DOON,6040,"To construct interior alterations to an existing professional office, ""Mediclinic, a Partnership"".",Office Buildings (520),(03) Interior Alterations,140,23500,"RM, MU",0,53.518342781580394,-113.46852330156602,,1,
2013-10-09T00:00:00.000,2013,10,2013-10-09T00:00:00.000,Commercial Final,123 - HADDOW CLOSE NW,Condo Common Area (Plan 0524641),HADDOW,5610,"To construct interior alterations to a personal sevice,  ""Animal Care Clinic"".",Animal and Plant Services (410),(03) Interior Alterations,1756,120000,DC2,0,53.45871560640364,-113.59093680524634,,1,
2013-10-08T00:00:00.000,2013,10,2013-10-08T00:00:00.000,Commercial Final,8702 - MEADOWLARK ROAD NW,Plan 6151KS Blk 8 Lot 109,MEADOWLARK PARK,4310,"To construct interior alterations to a personal service shop,  ""Integrity Denture Clinic"", Meadowlark Professional Building.",Retail and Shops (510),(03) Interior Alterations,1367,5000,CNC,0,53.51985875268949,-113.59729836327159,,1,
2013-10-01T00:00:00.000,2013,10,2013-10-01T00:00:00.000,Commercial Final,10935 - 23 AVENUE NW,Plan 8821766 Blk 1 Lot 13,KEHEEWIN,5250,To change the use from General Retail to a Health Service (Heritage Square Denture Clinic),Retail and Shops (510),(03) Interior Alterations,820,60000,CG,0,53.453196079165394,-113.51108611516644,,1,
2013-09-27T00:00:00.000,2013,9,2013-09-27T00:00:00.000,Commercial Final,2331 - 66 STREET NW,Plan 0022000 Blk 6 Lot 3,MILL WOODS TOWN CENTRE,6520,Interior alterations to an existing CRU 510 Dental Office - Millwoods Towne Centre Dental Clinic.,Office Complex (522),(03) Interior Alterations,3500,250000,CSC,0,53.4558373514203,-113.43023137236618,,1,
2013-09-25T00:00:00.000,2013,9,2013-09-25T00:00:00.000,Commercial Final,10112 - 119 STREET NW,Plan 1525535 Unit 2,"OLIVER, WÎHKWÊNTÔWIN","1150, 1151","To construct a multi use high building ""Our Parents' Home"" (Apartment House (80 Dwellings)/Extended Medical Treatment Service (50 units) with main floor retail and an underground parkade","Clinics, Health Units (642)",(01) New,174510,27273000,DC2,80,,,,1,
2013-09-24T00:00:00.000,2013,9,2013-09-24T00:00:00.000,Commercial Final,11400 - UNIVERSITY AVENUE NW,Plan 8821049 Blk Q,UNIVERSITY OF ALBERTA,5520,"To construct interior alterations to a commercial/health service/medical treatment building   (Rexall Drug retail; main floor  ""Edmonton Clinic"")","Clinics, Health Units (642)",(03) Interior Alterations,1280,200000,AJ,0,53.51896086540338,-113.52614489033581,,1,
2013-09-20T00:00:00.000,2013,9,2013-09-20T00:00:00.000,Commercial Final,16526 - 50 STREET NW,Plan 0829853 Blk 63 Lot 101,HOLLICK-KENYON,2340,"To construct interior alterations to a Health Services Use, ""Hollick Kenyon Dental.",Retail and Shops (510),(03) Interior Alterations,2897,364560,CG,0,53.62778704437329,-113.41484004709184,,1,
2013-09-17T00:00:00.000,2013,9,2013-09-17T00:00:00.000,Commercial Final,16821 - 127 STREET NW,Plan 1321434 Blk 1 Lot 2,RAPPERSWILL,3370,To construct Interior Alterations to a space (CRU 6) - Oasis Dental,Office Buildings (520),(03) Interior Alterations,3072,320000,"CSC, AG",0,,,,1,
2013-09-12T00:00:00.000,2013,9,2013-09-12T00:00:00.000,Commercial Final,8440 - 112 STREET NW,Plan 9826528 Lot 6,UNIVERSITY OF ALBERTA,5520,To construct Interior Alterations to  Walter C. Mackenzie  Health Centre.  Pediatric Ambulatory Clinic - 2nd. floor,Hospitals (640),(03) Interior Alterations,17846,8179030,AJ,0,53.5207215065611,-113.52321908985577,,1,
2013-09-11T00:00:00.000,2013,9,2013-09-11T00:00:00.000,Commercial Final,10665 - JASPER AVENUE NW,Plan 8620900 Blk 6 Lot 60B,DOWNTOWN,1090,"To construct interior alterations to an existing dental office, suite # 1170 ""Layton Endontics"" First Edmonton Place.",Office Buildings (520),(03) Interior Alterations,2000,180000,"JAMSC, CMU",0,53.54056798760067,-113.50408539635224,,1,
2013-09-03T00:00:00.000,2013,9,2013-09-03T00:00:00.000,Commercial Final,12764 - 167 AVENUE NW,Plan 1620811 Blk 1 Lot 13,ALBANY,3460,"To construct interior alterations to a professional office,  ""Albany Veterinary Clinic"".",Animal and Plant Services (410),(03) Interior Alterations,1416,132000,CSC,0,53.630630632573286,-113.54457844515139,,1,
2013-08-29T00:00:00.000,2013,8,2013-08-29T00:00:00.000,Commercial Final,8204 - 144 AVENUE NW,Plan 4136RS Blk 43 Lot 1,EVANSDALE,2260,To change the use from Group E to Group D (retail to veterinary office) and to construct an interior alterations (removing interior demising wall) - Sunrise Animal Hospital.,Animal and Plant Services (410),(03) Interior Alterations,1830,130000,CN,0,53.60723412341224,-113.46817611515837,,1,
2013-08-28T00:00:00.000,2013,8,2013-08-28T00:00:00.000,Commercial Final,12004 - 111 AVENUE NW,Plan 9020622 Lot 1,PRINCE RUPERT,1170,To construct exterior and interior alterations to to a Animal Hospital and Shelter(Tailz Services Inc.)( New Mezzanine 74.4 sq m and New Exterior Door),Animal and Plant Services (410),(03) Interior Alterations,4625,50000,BE,0,53.55945405416213,-113.53010201604933,,1,
2013-08-28T00:00:00.000,2013,8,2013-08-28T00:00:00.000,Commercial Final,"913, 7720 - 108 STREET NW",Plan 7521719 Blk 2 Lot 9,QUEEN ALEXANDRA,5330,To change the Use from an Apartment Suite to Health Services Use (Imagine Health Centres) and to construct interior alterations.,Apartment Condos (315),(10) Convert Residential to Non-Res,440,12000,"PSN, RL",-1,53.51338861485734,-113.51023277084248,,1,
2013-08-27T00:00:00.000,2013,8,2013-08-27T00:00:00.000,Commercial Final,8008 - 95 AVENUE NW,Plan 2276NY Blk 12 Lot 12A,HOLYROOD,6310,"To construct interior alterations to an extended medical services treatnent services bldg,  Nursing Station, ""Holyrood Extendicare"".","Day Cares, Nursing Homes (650)",(03) Interior Alterations,475,52000,UF,0,53.53280726780028,-113.4517020292386,,1,
2013-08-22T00:00:00.000,2013,8,2013-08-22T00:00:00.000,Commercial Final,10393 - 51 AVENUE NW,Plan 0424375 Blk 1 Lot 11,EMPIRE PARK,5170,To construct interior alterations to a personal services shop (CSA Physiotherapy),Office Buildings (520),(03) Interior Alterations,2285,30000,DC2,0,53.487501280709154,-113.49769254852211,,1,
2013-08-22T00:00:00.000,2013,8,2013-08-22T00:00:00.000,Commercial Final,16012 - 100A AVENUE NW,Plan 1124881 Blk 3 Lot 26,GLENWOOD,4180,To construct interior alteration for a the Medicine Shoppe Pharmacy,Retail and Shops (510),(03) Interior Alterations,1465,47000,"MU, MU",0,53.54077138041618,-113.59860998883583,,1,
2013-08-13T00:00:00.000,2013,8,2013-08-13T00:00:00.000,Commercial Final,6215 - 124 STREET NW,Plan 600MC Blk 11 Lot 6,GRANDVIEW HEIGHTS,5210,To construct an accessory building (storage shed) for an existing extended medical treatment services use,"Storage Buildings, Warehouses (460)",(01) New,399,8000,UF,0,53.498703841103236,-113.5425096320157,,1,
2013-07-24T00:00:00.000,2013,7,2013-07-24T00:00:00.000,Commercial Final,"300, 8225 - 105 STREET NW",Plan I Blk 67 Lots 19-20,STRATHCONA,5480,"To construct interior alterations to a health service,  unit # 300,  ""Dr. Nsair/Dental Lab"" Strathcona Medical Dental Building.","Clinics, Health Units (642)",(03) Interior Alterations,1772,123000,MU,0,53.51880306435472,-113.4996168715799,,1,
2013-07-18T00:00:00.000,2013,7,2013-07-18T00:00:00.000,Commercial Final,5620 - 99 STREET NW,Plan 6712KS Blk 14 Lot 1,CORONET INDUSTRIAL,6100,To construct a mezzaine (500 sq ft) addition and interior alterations to an existing Animal Hospital and Shelter/General Industrial Uses building,Animal and Plant Services (410),(03) Interior Alterations,,64000,IM,0,53.492159007764,-113.48720218845367,,1,
2013-07-05T00:00:00.000,2013,7,2013-07-05T00:00:00.000,Commercial Final,11140 - ELLERSLIE ROAD SW,Plan 0227247 Blk 6 Lot 111,MACEWAN,5452,"To change the Use of an existing General Retail Use building (CRU A, Unit 11140) to a Health Services Use (Ellerslie Medical Centre) and to construct interior alterations (tenant improvements).",Office Buildings (520),(03) Interior Alterations,2800,70000,CG,0,53.42587220918599,-113.51857523309626,,1,
2013-05-20T00:00:00.000,2013,5,2013-05-20T00:00:00.000,Commercial Final,10150 - 122 STREET NW,Plan 4044AC Blk 1 Lots 12-14,WÎHKWÊNTÔWIN,1151,"To change use (main floor of single detached house to personal service shop) and to continue to operate a Single Detached House (second floor and basement), and to construct interior and exterior alterations (""Ross Chiropractic Clinic"")","Clinics, Health Units (642)",(03) Interior Alterations,3390,77000,RL,0,53.542769661324435,-113.53264957824891,,1,
2013-05-16T00:00:00.000,2013,5,2013-05-16T00:00:00.000,Commercial Final,9304 - 137 AVENUE NW,Plan 7520659 Blk 15 Lot 6,NORTHMOUNT,2580,"To construct interior alterations--Northown Shopping Centre--CRU 140 (""A Mohamed Physician""--between London Drug and T+T Market)",Retail and Shops (510),(03) Interior Alterations,4500,100000,DC2,0,53.6006244180385,-113.4882466872302,,1,
2013-05-08T00:00:00.000,2013,5,2013-05-08T00:00:00.000,Commercial Final,"144, 550 - CLAREVIEW ROAD NW",Plan 7621843 Blk 31 Lot 1,KERNOHAN,2390,"To construct interior alterations to a Convenience Retail Store, ""AND Pharmacy"".",Retail and Shops (510),(03) Interior Alterations,836,40000,CN,0,53.59399507713101,-113.38518857418073,,1,
2013-04-18T00:00:00.000,2013,4,2013-04-18T00:00:00.000,Commercial Final,10240 - KINGSWAY NW,Plan 1619KS Blk 2 Lot 313,CENTRAL MCDOUGALL,1030,To construct interior alterations - Royal Alex Hospital - Basement level - Medical treatment,Hospitals (640),(03) Interior Alterations,1000,266399,UF,0,53.5576021800969,-113.49789453631885,,1,
2013-04-11T00:00:00.000,2013,4,2013-04-11T00:00:00.000,Commercial Final,10813 - 82 AVENUE NW,Plan 4400R Blk 171 Lot 4,QUEEN ALEXANDRA,5330,"To construct interor alterations to a professional office,  2nd & 3rd floor, ""Impressions Dental Professionals"".",Retail and Shops (510),(03) Interior Alterations,5744,480000,MU,0,53.51777933148959,-113.51002583026658,,1,
2013-04-03T00:00:00.000,2013,4,2013-04-03T00:00:00.000,Commercial Final,11010 - 101 STREET NW,"Plan 8222283 Blk 1 Lots 319B,319C",CENTRAL MCDOUGALL,1030,"To construct interior alterations to an existing general retail,  ""Royal Pharmacy"",  Hys Centre.",Retail and Shops (510),(03) Interior Alterations,1030,154900,"DC2, MU, MU",0,53.55753988764228,-113.4945432528676,,1,
2013-03-27T00:00:00.000,2013,3,2013-03-27T00:00:00.000,Commercial Final,10709 - 107 STREET NW,Plan B4 Blk 6 Lot 219,CENTRAL MCDOUGALL,1030,"To construct interior alterations to a professional office,  suite# 201  ""First Dental Studio"".",Office Buildings (520),(03) Interior Alterations,3355,150000,MU,0,53.55158808526929,-113.50422554752252,,1,
2013-03-26T00:00:00.000,2013,3,2013-03-26T00:00:00.000,Commercial Final,10150 - 150 STREET NW,"Condo Common Area (Plan 1224061,1221835,1223386)",CANORA,4090,"To construct interior alterations to a Health Service, medical office, "" Dr. Duncan"".",Office Buildings (520),(03) Interior Alterations,2700,300000,"CB1, RM",0,53.54252369854893,-113.58027008665485,,1,
2013-03-22T00:00:00.000,2013,3,2013-03-22T00:00:00.000,Commercial Final,"1, 17480 - FORT ROAD NW",Plan 8620880 Blk 1,RURAL NORTH EAST HORSE HILL,2670,"To construct interior alterations to an existing extended medical treatment facility,.  ""Alberta Hospital"". ( new doors etc and security upgrade)",Hospitals (640),(03) Interior Alterations,3200,500000,DC2,0,53.63667913548326,-113.37529850198062,,1,
2013-03-14T00:00:00.000,2013,3,2013-03-14T00:00:00.000,Commercial Final,10038 - 164 STREET NW,Plan 9723193 Unit 4,GLENWOOD,4180,To change the use(retail to personal service) and construct interior alterations  (Great Smiles Dental),Office Complex (522),(03) Interior Alterations,1516,175000,DC2,0,53.54003680524783,-113.60534915174246,,1,
2013-03-12T00:00:00.000,2013,3,2013-03-12T00:00:00.000,Commercial Final,10107 - 107 AVENUE NW,Plan B3 Blk 1 Lot 253,CENTRAL MCDOUGALL,1030,To change the use from a office use to a retail use and construction interior alterations - Retail Pharmacy.,Retail and Shops (510),(03) Interior Alterations,1200,4500,MU,0,53.551231330811746,-113.49425734111436,,1,
2013-03-11T00:00:00.000,2013,3,2013-03-11T00:00:00.000,Commercial Final,6034 - CURRENTS DRIVE NW,Plan 1124080 Blk 14 Lot 21,AMBLESIDE,5505,To construct a personal service building  - Building F1 - Medical Centre - Optometrist,Office Complex (522),(03) Interior Alterations,1725,169000,"CSCa, ASC",0,53.43744500666942,-113.60323379137137,,1,
2013-03-04T00:00:00.000,2013,3,2013-03-04T00:00:00.000,Commercial Final,4905 - GATEWAY BOULEVARD NW,Plan 9120128 Lot F,CALGARY TRAIL NORTH,5110,To construct interior alterations to an existing office space - Dental Office Unit 202  (Dr. Sileikyte),Office Complex (522),(03) Interior Alterations,2000,250000,CG,0,53.48694677956814,-113.49107099269894,,1,
2013-02-22T00:00:00.000,2013,2,2013-02-22T00:00:00.000,Commercial Final,8216 - 144 AVENUE NW,Plan 4136RS Blk 43 Lot 1,EVANSDALE,2260,To construct interior alterations - Evansdale Pharmacy & Medical Clinic.,"Clinics, Health Units (642)",(01) New,4000,125000,CN,0,53.60723412341224,-113.46817611515837,,1,
2013-02-15T00:00:00.000,2013,2,2013-02-15T00:00:00.000,Commercial Final,12724 - 167 AVENUE NW,Plan 1620811 Blk 1 Lot 13,ALBANY,3460,"To Change of Use from E (General Retial) to D (Health Services, Albany Chiropractic), and Construct Interior Alterations to Health Services use",Office Complex (522),(03) Interior Alterations,1091,40000,CSC,0,53.630630632573286,-113.54457844515139,,1,
2013-02-08T00:00:00.000,2013,2,2013-02-08T00:00:00.000,Commercial Final,8705 - 109 STREET NW,Plan 8722052 Blk 186 Lot 13A,GARNEAU,5200,"To change the Use from a Veterinary Service to a Specialty Food Services Use (67 sq.m. of Public Space with 25 seats in unit #8705) and to construct interior alterations (construct a demising wall to separate one bay into two) and exterior alterations (widening front sidewalk on private property, re-configuring the parking layout and landscaping upgrades). (Menchies)",Restaurants and Bars (540),(03) Interior Alterations,1686,165000,MU,0,53.52307141479651,-113.51151367703154,,1,
2013-02-08T00:00:00.000,2013,2,2013-02-08T00:00:00.000,Commercial Final,3017 - 66 STREET NW,Plan 8220154 Blk 5 Lots 1-2,TAWA,6720,To construct interior alterations to an existing office building - GP Medical clinic,Office Complex (522),(03) Interior Alterations,3566,175000,DC2,0,53.461672084717335,-113.43301978773039,,1,
2013-02-06T00:00:00.000,2013,2,2013-02-06T00:00:00.000,Commercial Final,829 - SADDLEBACK ROAD NW,Plan 7822821 Blk 26 Lot 83,SKYRATTLER,5460,"To construct interior alterations, (Mezzanine 14ft X 21ft), serving existing Retail ""Medicine Shoppe"" and interior alterations to adjacent medical clinic ""Yellowbird Clinic"".",Retail and Shops (510),(03) Interior Alterations,4120,350000,CN,0,53.453190616034924,-113.52478372713789,,1,
2013-02-04T00:00:00.000,2013,2,2013-02-04T00:00:00.000,Commercial Final,5120 - MULLEN ROAD NW,Plan 0729861 Blk 19 Lot 1,MACTAGGART,5477,"To change the use from General Retail to a Veterinary Service, and to construct interior alterations.",Office Complex (522),(03) Interior Alterations,1848,148000,CG,0,53.43513326351073,-113.57248327824159,,1,
