city_file_number,permit_type,permit_class,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,ward,bia,land_parcel_count,latitude,longitude,location,geometry_point,neighbourhood_classification,zoning,permit_date
492273759-002,Major Development Permit,Permitted Development,Approved,To Construct a Second Floor (Add Floor Area) to a Health Service (Physiotherapy Clinic),1059 - PARSONS ROAD SW,Plan 2222522 Unit 8,6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,,7,53.42299797329088,-113.47857803358026,,"{'type': 'Point', 'coordinates': [-113.47857803358026, 53.42299797329088]}",Industrial,CG,2023-11-30T00:00:00.000
491623979-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (DRY EYE CLINIC).,5615 - 23 AVENUE NW,Plan 1123613 Blk 3 Lot 36A,6460,MEYOKUMIN,Karhiio Ward,,3,53.45333989618736,-113.42591125761764,,"{'type': 'Point', 'coordinates': [-113.42591125761764, 53.45333989618736]}",,DC2,2023-11-30T00:00:00.000
488742943-002,Major Development Permit,Permitted Development,Approved,To Operate a Personal Service Shop (Dog Grooming) and General Retail Store with Accessory Animal Hospital and Shelter and construct Exterior Alterations (Outdoor Dog Run),10508 - 105 STREET NW,Plan B3 Blk 5 Lots 236-238,1030,CENTRAL MCDOUGALL,O-day'min Ward,North Edge,3,53.5484804847219,-113.50160816815011,,"{'type': 'Point', 'coordinates': [-113.50160816815011, 53.5484804847219]}",Redeveloping,DC,2023-11-28T00:00:00.000
491456237-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (IDA CAPILANO PHARMACY).,4964 - 98 AVENUE NW,Plan 8222786 Blk 7 Lot 1,6180,EASTGATE BUSINESS PARK,Métis Ward,,3,53.53795243207604,-113.41619772104062,,"{'type': 'Point', 'coordinates': [-113.41619772104062, 53.53795243207604]}",,CB2,2023-11-21T00:00:00.000
487371454-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (DENTALCORP).,264 - MAYFIELD COMMON NW,Plan 9022549 Blk A,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,Stony Plain Road and Area,3,53.54355441666089,-113.61176795725237,,"{'type': 'Point', 'coordinates': [-113.61176795725237, 53.54355441666089]}",,CSC,2023-11-20T00:00:00.000
487023663-002,Major Development Permit,Permitted Development,Approved,"To Change the Use from a Professional, Financial and Office Support Service to a Health Service (Dental Office)","205, 6830 - ELLERSLIE ROAD SW",Plan 2320638 Blk 1 Lot 11,6211,ELLERSLIE,Karhiio Ward,,3,53.42576568131494,-113.44615570343235,,"{'type': 'Point', 'coordinates': [-113.44615570343235, 53.42576568131494]}",Developing,DC2,2023-11-09T00:00:00.000
490722851-002,Major Development Permit,Discretionary Development,Approved,"To Change the Use from a Professional, Financial and Office Support Service to a Health Service (Psychology Clinic)",10047 - 89 AVENUE NW,Plan 7995R Blk 116 Lot 30,5480,STRATHCONA,papastew Ward,,3,53.52420857124886,-113.49101568038981,,"{'type': 'Point', 'coordinates': [-113.49101568038981, 53.52420857124886]}",Redeveloping,RM,2023-11-09T00:00:00.000
486972429-002,Major Development Permit,Discretionary Development,Approved,"To construct exterior alterations to Extended Medical Treatment Facility site. (landscape revisions to DP#301088015-002, DP#387320175-002 and DP#419932787-002 - Capital Care Norwood).",10508 - 111 AVENUE NW,Plan 1921467 Blk 1 Lot 1,1230,SPRUCE AVENUE,O-day'min Ward,Kingsway,3,53.56018624027104,-113.50174896494785,,"{'type': 'Point', 'coordinates': [-113.50174896494785, 53.56018624027104]}",Redeveloping,DC2,2023-11-08T00:00:00.000
488982262-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (FOCUS PHYSIOTHERAPY).,"14, 9977 - 178 STREET NW",Plan 9723089 Blk 1 Lot 1,4540,TERRA LOSA,Nakota Isga Ward,,3,53.53714674956114,-113.62575973090301,,"{'type': 'Point', 'coordinates': [-113.62575973090301, 53.53714674956114]}",,DC2,2023-10-31T00:00:00.000
487355222-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (VETERINARY CLINIC),16759 - 127 STREET NW,Plan 1321434 Blk 1 Lot 2,3370,RAPPERSWILL,Anirniq Ward,,3,53.63055646767096,-113.53953642176356,,"{'type': 'Point', 'coordinates': [-113.53953642176356, 53.63055646767096]}",,CSC,2023-10-27T00:00:00.000
488578995-002,Major Development Permit,Permitted Development,Approved,To Add Health Services to a Convenience Retail Store (Pharmacy and Medical Clinic),4073 - 106 STREET NW,Plan 0023297 Unit 1,5360,RIDEAU PARK,papastew Ward,,3,53.47771078956592,-113.50361536573314,,"{'type': 'Point', 'coordinates': [-113.50361536573314, 53.47771078956592]}",Redeveloping,CG,2023-10-19T00:00:00.000
488283678-002,Sign Permit,Permitted Development,Approved,To install (2) Fascia On-Premises Signs (PRIME AID PHARMACY).,8215 - 102 STREET NW,Plan I Blk 69 Lots 1-2,5480,STRATHCONA,papastew Ward,Old Strathcona,3,53.51839036865451,-113.49357082207001,,"{'type': 'Point', 'coordinates': [-113.49357082207001, 53.51839036865451]}",,CB2,2023-10-19T00:00:00.000
487751898-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (SHIFT PHYSIO).,"101, 11230 - 110 STREET NW",Plan 4733KS Blk 9 Lot 275,1230,SPRUCE AVENUE,O-day'min Ward,Kingsway,3,53.56258433509707,-113.51057215526308,,"{'type': 'Point', 'coordinates': [-113.51057215526308, 53.56258433509707]}",,CB2,2023-10-17T00:00:00.000
485955857-002,Major Development Permit,Discretionary Development,Approved,To change the use from a General Industrial Use to an Animal Hospital and Shelters use and construct interior alterations.,8027 - ARGYLL ROAD NW,Plan 267NY Blk 2 Lot 6B,6090,CORONET ADDITION INDUSTRIAL,Métis Ward,,3,53.50472454040097,-113.44910912535423,,"{'type': 'Point', 'coordinates': [-113.44910912535423, 53.50472454040097]}",Industrial,BE,2023-10-11T00:00:00.000
486130983-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (UNLIMITED MEDICAL CENTRES).,2383 - 111 STREET NW,Plan 0523447 Blk 32 Lot 12,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,,3,53.45504837812615,-113.51444008633729,,"{'type': 'Point', 'coordinates': [-113.51444008633729, 53.45504837812615]}",,DC2,2023-10-03T00:00:00.000
484108924-002,Major Development Permit,Permitted Development,Approved,To Change the Use from a General Industrial Use to an Animal Hospital and Shelter,13230 - 126 AVENUE NW,Plan 0020661 Blk 41A Lot 24A,3220,HAGMANN ESTATE INDUSTRIAL,Anirniq Ward,,3,53.58324818899854,-113.55514565378931,,"{'type': 'Point', 'coordinates': [-113.55514565378931, 53.58324818899854]}",Industrial,IM,2023-09-21T00:00:00.000
477548836-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (MEDPRO RESPIRATORY SLEEP APNEA CLINIC).,"203, 8915 - 51 AVENUE NW",Plan 5057TR Blk 7 Lot 1,6430,MCINTYRE INDUSTRIAL,Karhiio Ward,,3,53.487234934299146,-113.46528864311308,,"{'type': 'Point', 'coordinates': [-113.46528864311308, 53.487234934299146]}",,IB,2023-09-15T00:00:00.000
483693639-002,Sign Permit,Permitted Development,Approved,"To install (2) Fascia On-Premises Signs (CSDP #469443284-002 | 2b-5, 2b-6) (SMART DENTAL ART).","10, 5094 - WINDERMERE BOULEVARD NW",Plan 0723371 Blk 14 Lot 1,5505,AMBLESIDE,pihêsiwin Ward,,3,53.43465924701947,-113.59469623092886,,"{'type': 'Point', 'coordinates': [-113.59469623092886, 53.43465924701947]}",,DC1,2023-09-14T00:00:00.000
482083315-002,Sign Permit,Permitted Development,Approved,To install (3) Fascia On-Premises Signs (SECORD CLINIC AND PHARMASAVE).,22919 - 97 AVENUE NW,Plan 1922458 Blk 18 Lot 160,4487,SECORD,Nakota Isga Ward,,3,53.53665614713405,-113.71189143269876,,"{'type': 'Point', 'coordinates': [-113.71189143269876, 53.53665614713405]}",,CB1,2023-09-14T00:00:00.000
478413062-002,Major Development Permit,Discretionary Development,Approved,To construct a Health Services Use building (Medical Imaging Consultants).,15425 - 37 STREET NW,Plan 1223987 Blk 3 Lot 5,2311,GORMAN,Dene Ward,,3,53.61593039881605,-113.39643143288018,,"{'type': 'Point', 'coordinates': [-113.39643143288018, 53.61593039881605]}",Developing,DC1,2023-09-13T00:00:00.000
484081630-002,Major Development Permit,Discretionary Development,Approved,"To Change the Use from a Professional, Financial and Office Support Service to a Health Service (Sleep Clinic)",2964 - ELLWOOD DRIVE SW,Condo Common Area (Plan 1124803),6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,,3,53.42995724285758,-113.47874433219854,,"{'type': 'Point', 'coordinates': [-113.47874433219854, 53.42995724285758]}",Industrial,EIB,2023-09-13T00:00:00.000
477812868-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (BELLA VITA LASER CLINIC).,9250 - 34A AVENUE NW,Condo Common Area (Plan 1422614),6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,,3,53.467650764117394,-113.47291879334787,,"{'type': 'Point', 'coordinates': [-113.47291879334787, 53.467650764117394]}",,CB2,2023-09-06T00:00:00.000
475673195-002,Sign Permit,Permitted Development,Approved,To install (2) Fascia On-Premises Signs (Ref CSDP: 480998422-002 Sign Locations #2 and 3) (QUEEN MARY PARK PHARMACY).,11252 - 109 AVENUE NW,Plan 2109HW Blk 11A Lots 1-3,1180,QUEEN MARY PARK,O-day'min Ward,,3,53.5549533151423,-113.51535238480463,,"{'type': 'Point', 'coordinates': [-113.51535238480463, 53.5549533151423]}",,DC2,2023-08-29T00:00:00.000
475230152-002,Sign Permit,Permitted Development,Approved,"To install (1) Fascia On-Premises Sign (Ref CSDP: 283798172-007 BLDG 2, Sign Location A13) (iCARE PHARMACY).",12852 - 97 STREET NW,Condo Common Area (Plan 2221739),3260,LAUDERDALE,Anirniq Ward,,6,53.58716650418353,-113.49263849739201,,"{'type': 'Point', 'coordinates': [-113.49263849739201, 53.58716650418353]}",,CSC,2023-08-16T00:00:00.000
480771714-002,Major Development Permit,Permitted Development,Approved,To change the use of 110-Edgemont Road NW from General Retail Store to Indoor Participant Recreation Service (Tae Kwon Do Studio) and 118/120-Edgemont Road NW from General Retail Store to Health Service (Dental Clinic),120 - EDGEMONT ROAD NW,Plan 2222438 Blk 1 Lot 59,4462,EDGEMONT,sipiwiyiniwak Ward,,3,53.47689116049036,-113.67017304269677,,"{'type': 'Point', 'coordinates': [-113.67017304269677, 53.47689116049036]}",Developing,DC2,2023-08-15T00:00:00.000
479279212-002,Major Development Permit,Permitted Development,Approved,To change the use from Automotive and Minor Recreation Vehicle Sales/Rental to Convenience Retail Store (pharmacy),8117 - 102 STREET NW,Plan I Blk 60 Lots 26-28,6610,RITCHIE,papastew Ward,Old Strathcona,3,53.51734699255945,-113.49341198291802,,"{'type': 'Point', 'coordinates': [-113.49341198291802, 53.51734699255945]}",Redeveloping,DC1,2023-08-14T00:00:00.000
459714791-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (MILESTONE PHYSIO & WELLNESS).,6007 - MILL WOODS ROAD SOUTH NW,Condo Common Area (Plan 0020534),6670,SAKAW,Karhiio Ward,,3,53.445244052591136,-113.43060685758593,,"{'type': 'Point', 'coordinates': [-113.43060685758593, 53.445244052591136]}",,CNC,2023-08-09T00:00:00.000
479799639-002,Major Development Permit,Discretionary Development,Approved,"To change the use from Health Service to an Indoor Participant Recreation Service with a Health Service and Accessory General Retail Store (""Ninja Warrior"" parkour training facility with chiropractic and physiotherapy offices and sales of sporting goods and related product) and to construct interior alterations",4244 - 99 STREET NW,Plan 4731TR Blk 1 Lot 6,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,,3,53.47938301600621,-113.48751092277467,,"{'type': 'Point', 'coordinates': [-113.48751092277467, 53.47938301600621]}",Industrial,BE,2023-08-08T00:00:00.000
478526823-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (HAWKSTONE MEDICAL CLINIC).,"204, 18332 - LESSARD ROAD NW",Plan 9722753 Blk 21 Lot 3,4110,DECHENE,sipiwiyiniwak Ward,,3,53.485918715408914,-113.64225463302728,,"{'type': 'Point', 'coordinates': [-113.64225463302728, 53.485918715408914]}",,DC2,2023-07-31T00:00:00.000
470548590-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (SKIN PHYSICIANS | COSMEDICS).,11516 - JASPER AVENUE NW,Plan B3 Blk 15 Lot 79,1151,WÎHKWÊNTÔWIN,O-day'min Ward,,3,53.54128183320575,-113.52001399334021,,"{'type': 'Point', 'coordinates': [-113.52001399334021, 53.54128183320575]}",,DC1,2023-07-27T00:00:00.000
475565687-002,Major Development Permit,Discretionary Development,Approved,To change the use from Indoor Participant Recreation Service to Health Service (psychology clinic) and to construct interior alterations,"201, 1524 - 91 STREET SW",Condo Common Area (Plan 1623793),6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,,3,53.41902168127709,-113.47947236234916,,"{'type': 'Point', 'coordinates': [-113.47947236234916, 53.41902168127709]}",Industrial,EIB,2023-07-07T00:00:00.000
476320293-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (LEWIS ESTATES PHARMACY),31 - LEWIS ESTATES BOULEVARD NW,Plan 9222251 Blk 2 Lot 104,4710,POTTER GREENS,Nakota Isga Ward,,3,53.513783096083955,-113.67701301875772,,"{'type': 'Point', 'coordinates': [-113.67701301875772, 53.513783096083955]}",,DC2,2023-06-28T00:00:00.000
476487352-002,Sign Permit,Permitted Development,Approved,To install (2) Fascia On-Premises Signs (TRIFECTA OPTOMETRY).,1031 - PARSONS ROAD SW,"Plan 2222522 Units 8,26",6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,,4,53.423021036,-113.478703645,,"{'type': 'Point', 'coordinates': [-113.478703645, 53.423021036]}",,CSC,2023-06-27T00:00:00.000
476452058-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (DENTOLOGY DENTAL).,"201, 5470 - CALGARY TRAIL NW",Plan 0826604 Unit 8,5320,PLEASANTVIEW,papastew Ward,,3,53.4918087612133,-113.49714942125871,,"{'type': 'Point', 'coordinates': [-113.49714942125871, 53.4918087612133]}",,CB2,2023-06-27T00:00:00.000
475766817-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-Premises Sign (ASPIRE PHYSIOTHERAPY).,"207, 10950 - 23 AVENUE NW",Plan 0323339 Blk 32 Lot 11,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,,3,53.4549411357438,-113.51230428142088,,"{'type': 'Point', 'coordinates': [-113.51230428142088, 53.4549411357438]}",,CSC,2023-06-22T00:00:00.000
475499318-002,Sign Permit,Discretionary Development,Approved,To install a Projecting On-Premises Signs (DOMINION MEDICAL CENTRE).,1055 - KESWICK DRIVE SW,Plan 1920717 Blk 16 Lots 47;Plan 2121333 Blk 16 Lots 2,5574,KESWICK,pihêsiwin Ward,,6,53.41999744605753,-113.61958057276324,,"{'type': 'Point', 'coordinates': [-113.61958057276324, 53.41999744605753]}",,DC2,2023-06-20T00:00:00.000
473946457-002,Major Development Permit,Discretionary Development,Approved,"To change the use from a Professional, Financial, Office Support Service to a Health Service and Convenience Retail Store and to construct interior alterations (medical clinic and pharmacy)",16534 - 118 AVENUE NW,Condo Common Area (Plan 1525451),4100,CARLETON SQUARE INDUSTRIAL,Nakota Isga Ward,,3,53.571316260882426,-113.60703339488867,,"{'type': 'Point', 'coordinates': [-113.60703339488867, 53.571316260882426]}",Industrial,BE,2023-06-15T00:00:00.000
467207742-002,Major Development Permit,Discretionary Development,Approved,To demolish a Single Detached House and construct a Health Service building (Zhang Dental Clinic).,12204 - 48 AVENUE NW,Plan 1800NY Blk 24 Lot 18,5260,LANSDOWNE,papastew Ward,,3,53.48580521483666,-113.54179298857568,,"{'type': 'Point', 'coordinates': [-113.54179298857568, 53.48580521483666]}",Redeveloping,DC2,2023-06-15T00:00:00.000
468061648-002,Sign Permit,Permitted Development,Approved,To install (6) Fascia On-Premises Signs (Ref CSDP: 474178449-002 Sign ID SC-C-EX 3.1.1 - 3.1.6) (CENTURY PARK ANIMAL HOSPITAL (LELOUVRE).,11025 - 26 AVENUE NW,Plan 1821329 Blk 32 Lot 18,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,,3,53.45619369677881,-113.51426466969731,,"{'type': 'Point', 'coordinates': [-113.51426466969731, 53.45619369677881]}",,DC2,2023-06-09T00:00:00.000
473908854-002,Sign Permit,Permitted Development,Approved,To install a Fascia On-Premises Sign (LUMOS DENTAL).,9562 - 82 AVENUE NW,Plan 4575S Blk 15 Lots 1-2,5480,STRATHCONA,papastew Ward,French Quarter,3,53.51835608915101,-113.47636433754718,,"{'type': 'Point', 'coordinates': [-113.47636433754718, 53.51835608915101]}",,CB2,2023-06-08T00:00:00.000
466272348-002,Major Development Permit,Discretionary Development,Approved,To Change the Use of a portion of a Public Education Service Building to a Childcare Service (108 Children) and Health Service (Medical Clinic) and Accessory Religious Assembly (Children's Sunday School),"110, 9624 - 108 AVENUE NW","Plan ND Blk 27 Lots 10-14,33-37,OT",1140,MCCAULEY,O-day'min Ward,,12,53.55441926439494,-113.488287067287,,"{'type': 'Point', 'coordinates': [-113.488287067287, 53.55441926439494]}",Redeveloping,PS,2023-06-07T00:00:00.000
458611349-006,Major Development Permit,Permitted Development,Approved,To change the use of a General Retail Store to a Veterinary Service and to construct interior alterations,11029 - 26 AVENUE NW,Plan 1821329 Blk 32 Lot 18,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,,3,53.45619369700192,-113.51426466931838,,"{'type': 'Point', 'coordinates': [-113.51426466931838, 53.45619369700192]}",Redeveloping,CPT,2023-05-31T00:00:00.000
470328097-002,Sign Permit,Permitted Development,Approved,To install (4) Fascia On-Premises Signs and (1) Projecting On-premises Sign (CAPITAL DENTAL CHOICE).,14109 - STONY PLAIN ROAD NW,Plan 3669HW Blk 130 Lot 16,3200,GLENORA,Nakota Isga Ward,Stony Plain Road and Area,3,53.542648557409066,-113.56513168929172,,"{'type': 'Point', 'coordinates': [-113.56513168929172, 53.542648557409066]}",,CSC,2023-05-29T00:00:00.000
470899771-002,Major Development Permit,Discretionary Development,Approved,"To construct an Addition (mezzanine level), Exterior (new windows) and Interior Alterations to an Animal Hospital and Shelter building.",11204 - 119 STREET NW,Plan 9222114 Blk 192 Lot 1,1170,PRINCE RUPERT,O-day'min Ward,Kingsway,3,53.56096593374356,-113.52748885253436,,"{'type': 'Point', 'coordinates': [-113.52748885253436, 53.56096593374356]}",Redeveloping,BE,2023-05-26T00:00:00.000
